CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE
CHEMBL1630788	1052975	CHEMBL1630788	1052975		17a	391.41	2.25	90.57	0	C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)S(=O)(=O)CC(F)(F)F	5109096	IC50	=	14	nM	7.85				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	695928	CHEMBL1641115	B	Inhibition of GST-tagged human JAK3 catalytic domain expressed in Sf9 cells by ELISA	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	54253	CHEMBL1629452	21105711	J. Med. Chem.	2010	53	24	8468
CHEMBL1650956	1063074	CHEMBL1650956	1063074		10	441.4	3.65	74.43	0	FC(F)(F)c1ccc(cc1C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34)N5CCOCC5	5146673	IC50	=	460	nM	6.34				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	701880	CHEMBL1657304	B	Inhibition of GST-tagged Jak3 expressed in insect cells using 18 uM ATP	1	Scientific Literature				Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			54789	CHEMBL1649080	21155605	J. Med. Chem.	2011	54	1	284
CHEMBL221959	367860	CHEMBL221959	367860	TOFACITINIB	2, CP-690550	312.37	1.51	88.91	0	C[C@@H]1CCN(C[C@@H]1N(C)c2ncnc3[nH]ccc23)C(=O)CC#N	5146675	IC50	=	8	nM	8.1				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	701880	CHEMBL1657304	B	Inhibition of GST-tagged Jak3 expressed in insect cells using 18 uM ATP	1	Scientific Literature				Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			54789	CHEMBL1649080	21155605	J. Med. Chem.	2011	54	1	284
CHEMBL1650727	1062668	CHEMBL1650727	1062668		9h	349.75	2.82	101.5	0	C[C@@H](Oc1ncc(Cl)c(Nc2cc(C)[nH]n2)n1)c3ncc(F)cn3	5144103	IC50	>	30000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	701698	CHEMBL1656590	B	Inhibition of JAK3 using 5 mM of ATP	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			54785	CHEMBL1649076	21138246	J. Med. Chem.	2011	54	1	262
CHEMBL2376155	1557989	CHEMBL2376155	1557989		6l	504.97	3.12	132.58	1	Cn1nc(c2cnc3[nH]cc(C(=O)N[C@@H](C(=O)N4CC(C4)C#N)C(C)(C)C)c3n2)c5ccc(Cl)cc15	13282629	IC50	=	.8	nM	9.1				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	957633	CHEMBL2378516	B	Inhibition of JAK3 (unknown origin) using [33gammaP]ATP and Biotin-KAIETDKEYYTVKD as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			73493	CHEMBL2375236	23540648	Bioorg. Med. Chem. Lett.	2013	23	9	2793
CHEMBL2376148	1557982	CHEMBL2376148	1557982		6e	453.46	1.22	156.37	0	C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3nn(C)c4cc(ccc34)C#N)C(=O)N5CC(C5)C#N	13282636	IC50	=	2.3	nM	8.64				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	957633	CHEMBL2378516	B	Inhibition of JAK3 (unknown origin) using [33gammaP]ATP and Biotin-KAIETDKEYYTVKD as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			73493	CHEMBL2375236	23540648	Bioorg. Med. Chem. Lett.	2013	23	9	2793
CHEMBL2376146	1557980	CHEMBL2376146	1557980		6c	428.45	1.34	132.58	0	C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)c3nn(C)c4ccccc34)C(=O)N5CC(C5)C#N	13282638	IC50	=	2.9	nM	8.54				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	957633	CHEMBL2378516	B	Inhibition of JAK3 (unknown origin) using [33gammaP]ATP and Biotin-KAIETDKEYYTVKD as substrate incubated for 10 mins prior to substrate addition measured after 30 mins by filtration assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			73493	CHEMBL2375236	23540648	Bioorg. Med. Chem. Lett.	2013	23	9	2793
CHEMBL21156	24580	CHEMBL21156	24580		6	309.34	3.16	57.78	0	CC(C)(C)c1nc2c3ccc(F)cc3c4C(=O)NC=Cc4c2[nH]1	506157	IC50	=	5	nM	8.3				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	91945	CHEMBL872505	B	Inhibition of protein kinase Jak 3	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	5447	CHEMBL1135866	11934592	Bioorg. Med. Chem. Lett.	2002	12	8	1219
CHEMBL2062810	1356202	CHEMBL2062810	1356202		36	490.62	4.59	91.22	0	CC(C)S(=O)(=O)c1ccc(cc1)c2cccn3nc(Nc4cccc(c4)N5CCN(C)CC5)nc23	10966895	IC50	=	38	nM	7.42				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	833042	CHEMBL2067181	B	Inhibition of human JAK3 expressed in baculovirus using biotinyl-amino-hexanoyl-EQEDEPEGDYFEWLE-amide as substrate preincubated for 1 hr measured after 20 mins by time resolved fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	62806	CHEMBL2062471	22594690	J. Med. Chem.	2012	55	11	5243
CHEMBL2381984	1561398	CHEMBL2381984	1561398		10	435.4	3.91	101.08	0	C[C@H](Oc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ncc(F)cc4F	13307821	IC50	=	45	nM	7.35				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	958067	CHEMBL2383937	B	Inhibition of JAK3 (unknown origin) using biotinylated poly-EY peptide as substrate after 60 mins by HTRF assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			73585	CHEMBL2380256	23562594	Bioorg. Med. Chem. Lett.	2013	23	10	3105
CHEMBL2381977	1561391	CHEMBL2381977	1561391		1	434.47	2.59	129.22	0	C[C@H](Nc1nc(Nc2ncc(C)s2)nc(N3CCOCC3)c1F)c4ncc(F)cn4	13307829	IC50	=	16400	nM	4.79				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	958067	CHEMBL2383937	B	Inhibition of JAK3 (unknown origin) using biotinylated poly-EY peptide as substrate after 60 mins by HTRF assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			73585	CHEMBL2380256	23562594	Bioorg. Med. Chem. Lett.	2013	23	10	3105
CHEMBL1938646	1273482	CHEMBL1938646	1273482		11	444.55	3.79	108.72	0	Nc1ncc(C(=O)NCc2ccccc2)c3sc(cc13)c4ccc(cc4)N5CCOCC5	8009753	IC50	>	125000	nM			Outside typical range		BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	799679	CHEMBL1941385	B	Inhibition of human recombinant N-terminal GST-tagged JAK3 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			60779	CHEMBL1938231	22087750	J. Med. Chem.	2011	54	24	8440
CHEMBL1938654	1273490	CHEMBL1938654	1273490		19	418.53	2.19	150.79	0	CNC(=O)c1cnc(N)c2cc(sc12)c3ccc(cc3)S(=O)(=O)NC(C)(C)C	8009876	IC50	>	25000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	799686	CHEMBL1941392	B	Inhibition of TEL-fused JAK3 expressed in Ba/F3 cells assessed as inhibition of STAT5 phosphorylation after 60 mins by AlphaScreen assay	1	Scientific Literature				Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			60779	CHEMBL1938231	22087750	J. Med. Chem.	2011	54	24	8440
CHEMBL2381982	1561396	CHEMBL2381982	1561396		8	417.41	3.71	101.08	0	C[C@H](Oc1nc(Nc2cc(C)[nH]n2)nc(N3CCOCC3)c1F)c4ccc(F)cn4	13307823	IC50	=	87	nM	7.06				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	958067	CHEMBL2383937	B	Inhibition of JAK3 (unknown origin) using biotinylated poly-EY peptide as substrate after 60 mins by HTRF assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			73585	CHEMBL2380256	23562594	Bioorg. Med. Chem. Lett.	2013	23	10	3105
CHEMBL2035041	1344561	CHEMBL2035041	1344561		13a, 95:5 trans/Cis mixture	379.5	3.61	53.52	0	CN1C\C=C\COCC2CCCN(C2)c3ccnc(Nc4cccc(C1)c4)n3	10910576	IC50	>	10000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	821290	CHEMBL2040120	B	Inhibition of recombinant JAK3 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			62087	CHEMBL2034857	22339472	J. Med. Chem.	2012	55	6	2623
CHEMBL427687	408177	CHEMBL427687	408177		18	518.65	6.11	63.42	2	C(Cc1ccncc1)Nc2ccnc3oc(c4ccc(OCCN5CCCCC5)cc4)c(c6ccccc6)c23	2021977	IC50	=	80	nM	7.1				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	454440	CHEMBL903617	B	Inhibition of JAK3	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			37448	CHEMBL1139139	17276681	Bioorg. Med. Chem. Lett.	2007	17	8	2299
CHEMBL2325909	1520092	CHEMBL2325909	1520092		3k	341.41	1.37	90.97	0	C[C@@H](NC(=O)c1c[nH]c2ncc(nc12)C3CC3)C(=O)N4CCCCC4	12649742	IC50	=	68.9	nM	7.16				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	939264	CHEMBL2327061	B	Inhibition of JAK3 (unknown origin)-mediated phosphorylation of Biotin-KAIETDKEYYTVKD incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]ATP	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	72061	CHEMBL2321829	23214979	J. Med. Chem.	2013	56	1	345
CHEMBL3116061	1619046	CHEMBL3116061	1619046		13d, enantiomeric mixture	365.37	1.87	106.33	0	CC(Nc1nc(Nc2cn(C)cn2)c3cccnc3n1)c4ncc(F)cn4	13919100	IC50	=	3780	nM	5.42				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	1291449	CHEMBL3118239	B	Inhibition of Jak3 (unknown origin)	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			76802	CHEMBL3112447	24359159	J. Med. Chem.	2014	57	1	144
CHEMBL584052	574076	CHEMBL584052	574076		9a	341.36	2.93	78.01	0	Oc1ccc(cc1)C2C(=O)Nc3ccccc3c4ccnc5[nH]cc2c45	2948185	IC50	=	1530	nM	5.82				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	592723	CHEMBL1042394	B	Inhibition of JAK3 in human HT2 cells assessed as inhibition of IL2-induced STAT5 phosphorylation by flow cytometry	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	48648	CHEMBL1154754	20014869	J. Med. Chem.	2009	52	24	7938
CHEMBL375076	367935	CHEMBL375076	367935		8	316.36	3.03	68.52	0	C[C@@H](Nc1nccc(n1)n2cnc3ccncc23)c4ccccc4	1807606	IC50	=	145	nM	6.84				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	424265	CHEMBL908417	B	Inhibition of JAK3	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	34884	CHEMBL1139695	16934457	Bioorg. Med. Chem. Lett.	2006	16	21	5633
CHEMBL1079524	611504	CHEMBL1079524	611504		6k	436.25	4.27	99.72	0	Clc1cccc(Cl)c1CN2C(=O)Nc3cnc(nc23)n4cnc5ccc(cc45)C#N	3214173	IC50	=	220	nM	6.66				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	618677	CHEMBL1102455	B	Inhibition of human JAK3 (508-1124) by time resolved fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	50214	CHEMBL1154364	19836234	Bioorg. Med. Chem. Lett.	2009	19	23	6788
CHEMBL584944	579319	CHEMBL584944	579319		45	377.42	3.56	94.02	0	CCC[C@@H](Nc1cc(ncn1)c2c(N)nn3cccnc23)c4ccc(F)cc4	2981491	IC50	=	10	nM	8				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597288	CHEMBL1044319	B	Inhibition of JAK3 by radiometric assay	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49045	CHEMBL1156132	19857967	Bioorg. Med. Chem. Lett.	2009	19	23	6529
CHEMBL1938645	1273481	CHEMBL1938645	1273481		10	430.52	3.78	108.72	0	Nc1ncc(C(=O)Nc2ccccc2)c3sc(cc13)c4ccc(cc4)N5CCOCC5	8009752	IC50	=	2870	nM	5.54				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	799679	CHEMBL1941385	B	Inhibition of human recombinant N-terminal GST-tagged JAK3 expressed in Sf9 cells using Biotin-LC-EQEDEPEGDYFEWLE as substrate after 90 mins by TR-FRET assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	60779	CHEMBL1938231	22087750	J. Med. Chem.	2011	54	24	8440
CHEMBL103667	167995	CHEMBL103667	167995	DORAMAPIMOD	2, BIRB-796	527.66	5.91	80.65	2	Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(OCCN4CCOCC4)c5ccccc35)C(C)(C)C	7959812	IC50	>	30000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	793907	CHEMBL1932880	B	Inhibition of JAK3	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			60408	CHEMBL1926590	22014550	Bioorg. Med. Chem. Lett.	2011	21	23	7155
CHEMBL1938659	1273495	CHEMBL1938659	1273495		25	517.66	2.02	163.26	1	CC(C)(C)NS(=O)(=O)c1ccc(cc1)c2cc3c(N)ncc(C(=O)NCCN4CCOCC4)c3s2	8009882	IC50	>	25000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	799686	CHEMBL1941392	B	Inhibition of TEL-fused JAK3 expressed in Ba/F3 cells assessed as inhibition of STAT5 phosphorylation after 60 mins by AlphaScreen assay	1	Scientific Literature				Autocuration	BAO_0000219	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			60779	CHEMBL1938231	22087750	J. Med. Chem.	2011	54	24	8440
CHEMBL1945559	1276936	CHEMBL1945559	1276936		20	363.24	2.23	69.84	0	Cn1c2C(=O)NC3(CCNCC3)C(C#N)c2c4ccc(Cl)c(Cl)c14	8013109	IC50	>	10000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	801398	CHEMBL1948128	B	Inhibition of JAK3 using ATP as substrate	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			60935	CHEMBL1944596	22136433	J. Med. Chem.	2012	55	1	403
CHEMBL2031893	1343962	CHEMBL2031893	1343962		1	528.53	3.88	93.23	1	COc1cc2nccc(Oc3ccc(NC(=O)C4=C(C)N(C)N(C4=O)c5ccccc5)cc3F)c2cc1OC	10889074	IC50	=	10000	nM	5				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	819199	CHEMBL2032468	B	Inhibition of JAK3	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			61938	CHEMBL2029218	22320327	J. Med. Chem.	2012	55	5	1868
CHEMBL2376336	1558172	CHEMBL2376336	1558172		1g	310.35	2.97	79.9	0	CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccccc3C)nc12	13284851	IC50	=	1380	nM	5.86				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	957865	CHEMBL2378978	B	Inhibition of JAK3 (unknown origin) using Biotin-KAIETDKEYYTVKD as substrate and [33Pgamma]ATP incubated for 10 mins prior to substrate addition measured after 30 mins by Topcount analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			73500	CHEMBL2375291	23541670	Bioorg. Med. Chem. Lett.	2013	23	9	2522
CHEMBL213478	358572	CHEMBL213478	358572		15	448.44	6.27	78.52	1	CNc1ncc2cc(ccc2n1)c3cc(Nc4nc5cc(ccc5[nH]4)C(F)(F)F)ccc3C	1765234	IC50	>	25000	nM					BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	396626	CHEMBL853499	B	Inhibition of Jak3 by HTRF kinase assay	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein			31708	CHEMBL1149344	16970394	J. Med. Chem.	2006	49	19	5671
CHEMBL239590	408175	CHEMBL239590	408175		16	541.73	5.45	65.8	2	CC(C)N(CCOc1ccc(cc1)c2oc3nccc(NCCN4CCNCC4)c3c2c5ccccc5)C(C)C	2021979	IC50	=	44	nM	7.36				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	454440	CHEMBL903617	B	Inhibition of JAK3	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			37448	CHEMBL1139139	17276681	Bioorg. Med. Chem. Lett.	2007	17	8	2299
CHEMBL590109	590207	CHEMBL590109	590207		31a	425.51	3.76	139.66	0	NCCn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16	3084417	IC50	=	5300	nM	5.28				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	606953	CHEMBL1073280	B	Inhibition of JAK3	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49421	CHEMBL1153138	19926477	Bioorg. Med. Chem. Lett.	2010	20	1	334
CHEMBL569737	579245	CHEMBL569737	579245		23	366.42	.79	105.53	0	CN(C)C(=O)C1CCCN(C1)c2cc(ncn2)c3c(N)nn4cccnc34	2981469	IC50	=	2100	nM	5.68				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597288	CHEMBL1044319	B	Inhibition of JAK3 by radiometric assay	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49045	CHEMBL1156132	19857967	Bioorg. Med. Chem. Lett.	2009	19	23	6529
CHEMBL569948	579305	CHEMBL569948	579305		18	311.38	2.51	85.22	0	CCCN(CCC)c1cc(ncn1)c2c(N)nn3cccnc23	2981464	IC50	=	210	nM	6.68				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	597288	CHEMBL1044319	B	Inhibition of JAK3 by radiometric assay	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			49045	CHEMBL1156132	19857967	Bioorg. Med. Chem. Lett.	2009	19	23	6529
CHEMBL1091565	621700	CHEMBL1091565	621700		13	485.53	3.81	83.01	0	COc1cc(cc(OC)c1OC)c2cnc3cccc(c4ccc(cc4)C(=O)N5CCOCC5)c3n2	3247750	IC50	=	2500	nM	5.6				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	625436	CHEMBL1116985	B	Inhibition of recombinant GST tagged JAK3 protein after 60 mins using FITC-GGEEEEYFELVKKKK-NH2 substrate	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			50722	CHEMBL1156975	20231096	Bioorg. Med. Chem. Lett.	2010	20	8	2609
CHEMBL1081846	612674	CHEMBL1081846	612674		6g	396.33	3.68	75.94	0	Fc1ccc2ncn(c3ncc4NC(=O)N(Cc5cccc(F)c5F)c4n3)c2c1	3214169	IC50	=	108	nM	6.97				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	618677	CHEMBL1102455	B	Inhibition of human JAK3 (508-1124) by time resolved fluorescence assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	50214	CHEMBL1154364	19836234	Bioorg. Med. Chem. Lett.	2009	19	23	6788
CHEMBL385937	358618	CHEMBL385937	358618		34	422.4	4.89	80.9	0	Cc1ccc(cc1c2ccc3nc(N)ncc3c2)C(=O)Nc4cccc(c4)C(F)(F)F	2120250	IC50	=	20	nM	7.7			1	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	474717	CHEMBL951935	B	Inhibition of Jak3 by HTRF assay	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			39206	CHEMBL1144680	18321037	J. Med. Chem.	2008	51	6	1681
CHEMBL1784637	1151316	CHEMBL1784637	1151316		8h	582.62	3.64	102.73	1	CNC(=O)c1ncc(C#Cc2cc(ccc2C)C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(c3)C(F)(F)F)n1C	6219903	IC50	=	57.5	nM	7.24				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	751370	CHEMBL1785331	B	Inhibition of human JAK3 using GEEEEYFELVKKKK peptide substrate by Hotspot assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	9	Protein	Pkinase_Tyr	medium	57824	CHEMBL1781971	21561767	Bioorg. Med. Chem. Lett.	2011	21	12	3743
CHEMBL2035052	1344572	CHEMBL2035052	1344572		14d, 95:5 trans/Cis mixture	473.57	4.44	81.63	0	C(CN1CCCC1)Oc2ccc3Nc4nccc(n4)c5ccnc(OCC\C=C\COCc2c3)c5	10910587	IC50	=	1400	nM	5.85				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	821290	CHEMBL2040120	B	Inhibition of recombinant JAK3 using poly(Glu,Ala,Tyr) as substrate after 2 hrs by luminometric assay	1	Scientific Literature				Autocuration	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			62087	CHEMBL2034857	22339472	J. Med. Chem.	2012	55	6	2623
CHEMBL239591	408179	CHEMBL239591	408179		20	521.65	5.16	68.35	2	C(CNc1ccnc2oc(c3ccc(OCCN4CCCCC4)cc3)c(c5ccccc5)c12)Cn6ccnc6	2021975	IC50	=	1400	nM	5.85				BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	454440	CHEMBL903617	B	Inhibition of JAK3	1	Scientific Literature				Intermediate	BAO_0000357	10849	CHEMBL2148	SINGLE PROTEIN	P52333	Tyrosine-protein kinase JAK3	Homo sapiens	8	Homologous protein			37448	CHEMBL1139139	17276681	Bioorg. Med. Chem. Lett.	2007	17	8	2299
